0000000000	0047483647	0	00000024	2013-09-12 00:01:15
0000000000	0047483647	0	00000169	2013-09-12 00:06:33
0000000000	0047483647	1	00000169	2013-09-12 00:36:42
0000000000	0047483647	2	00000169	2013-09-12 00:36:55
0000000000	0047483647	3	00000169	2013-09-12 00:40:23
0000000000	0047483647	1	00000169	2013-09-12 00:45:52
0000000000	0047483647	1	00000024	2013-09-12 01:02:47
0000000000	0047483647	2	00000024	2013-09-12 01:13:36
0000000000	0047483647	3	00000024	2013-09-12 01:17:01
0000000000	0047483647	0	00000024	2013-09-12 01:17:46
0000000000	0047483647	0	00000024	2013-09-12 01:23:22
0000000000	0047483647	0	00000169	2013-09-12 01:30:22
0000000000	0047483647	0	00000024	2013-09-12 01:46:12
0000000000	0047483647	0	00000169	2013-09-12 01:47:25
0000000000	0047483647	2	00000024	2013-09-12 01:49:12
0000000000	0047483647	0	00000169	2013-09-12 01:50:51
0000000000	0047483647	1	00000169	2013-09-12 02:08:54
0000000000	0047483647	1	00000169	2013-09-12 02:10:51
0000000000	0047483647	1	00000024	2013-09-12 02:13:27
0000000000	0047483647	1	00000169	2013-09-12 02:19:45
0000000000	0047483647	1	00000024	2013-09-12 02:25:14
0000000000	0047483647	3	00000024	2013-09-12 02:34:19
0000000000	0047483647	1	00000024	2013-09-12 02:38:18
0000000000	0047483647	2	00000024	2013-09-12 02:48:21
0000000000	0047483647	2	00000024	2013-09-12 02:52:19
0000000000	0047483647	1	00000169	2013-09-12 02:55:57
0000000000	0047483647	1	00000169	2013-09-12 03:00:47
0000000000	0047483647	1	00000024	2013-09-12 03:11:07
0000000000	0047483647	1	00000024	2013-09-12 03:18:26
0000000000	0047483647	0	00000024	2013-09-12 03:22:18
0000000000	0047483647	3	00000024	2013-09-12 03:23:27
0000000000	0047483647	2	00000169	2013-09-12 03:25:22
0000000000	0047483647	2	00000169	2013-09-12 03:27:13
0000000000	0047483647	0	00000169	2013-09-12 03:36:12
0000000000	0047483647	3	00000024	2013-09-12 03:43:11
0000000000	0047483647	2	00000169	2013-09-12 03:43:20
0000000000	0047483647	3	00000024	2013-09-12 03:47:51
0000000000	0047483647	0	00000024	2013-09-12 03:55:32
0000000000	0047483647	1	00000169	2013-09-12 04:14:44
0000000000	0047483647	2	00000024	2013-09-12 04:26:49
0000000000	0047483647	3	00000169	2013-09-12 04:27:20
0000000000	0047483647	2	00000024	2013-09-12 04:43:05
0000000000	0047483647	2	00000024	2013-09-12 04:44:53
0000000000	0047483647	0	00000169	2013-09-12 04:44:53
0000000000	0047483647	2	00000169	2013-09-12 04:49:10
0000000000	0047483647	0	00000169	2013-09-12 04:49:21
0000000000	0047483647	0	00000024	2013-09-12 04:55:37
0000000000	0047483647	0	00000169	2013-09-12 05:05:41
0000000000	0047483647	3	00000169	2013-09-12 05:12:27
0000000000	0047483647	3	00000169	2013-09-12 05:22:16
0000000000	0047483647	2	00000024	2013-09-12 05:27:57
0000000000	0047483647	3	00000024	2013-09-12 05:44:09
0000000000	0047483647	0	00000169	2013-09-12 05:44:45
0000000000	0047483647	3	00000169	2013-09-12 05:48:09
0000000000	0047483647	0	00000024	2013-09-12 05:52:45
0000000000	0047483647	0	00000024	2013-09-12 06:06:55
0000000000	0047483647	2	00000024	2013-09-12 06:08:59
0000000000	0047483647	1	00000024	2013-09-12 06:13:08
0000000000	0047483647	0	00000169	2013-09-12 06:16:39
0000000000	0047483647	1	00000169	2013-09-12 06:20:43
0000000000	0047483647	2	00000024	2013-09-12 06:24:11
0000000000	0047483647	2	00000024	2013-09-12 06:24:32
0000000000	0047483647	0	00000024	2013-09-12 06:37:16
0000000000	0047483647	0	00000024	2013-09-12 06:45:13
0000000000	0047483647	1	00000169	2013-09-12 07:00:30
0000000000	0047483647	0	00000024	2013-09-12 07:13:13
0000000000	0047483647	1	00000024	2013-09-12 07:20:54
0000000000	0047483647	3	00000024	2013-09-12 07:22:26
0000000000	0047483647	3	00000169	2013-09-12 07:25:54
0000000000	0047483647	0	00000024	2013-09-12 07:36:58
0000000000	0047483647	3	00000169	2013-09-12 07:37:35
0000000000	0047483647	1	00000024	2013-09-12 07:38:47
0000000000	0047483647	0	00000169	2013-09-12 07:42:27
0000000000	0047483647	2	00000024	2013-09-12 07:45:15
0000000000	0047483647	2	00000024	2013-09-12 07:46:03
0000000000	0047483647	0	00000169	2013-09-12 07:46:44
0000000000	0047483647	2	00000024	2013-09-12 08:02:54
0000000000	0047483647	1	00000169	2013-09-12 08:05:44
0000000000	0047483647	1	00000169	2013-09-12 08:22:22
0000000000	0047483647	0	00000024	2013-09-12 08:27:18
0000000000	0047483647	1	00000024	2013-09-12 08:28:03
0000000000	0047483647	1	00000024	2013-09-12 08:33:54
0000000000	0047483647	1	00000024	2013-09-12 08:36:35
0000000000	0047483647	3	00000169	2013-09-12 08:40:26
0000000000	0047483647	0	00000024	2013-09-12 08:46:53
0000000000	0047483647	1	00000169	2013-09-12 08:48:39
0000000000	0047483647	1	00000024	2013-09-12 08:49:09
0000000000	0047483647	0	00000169	2013-09-12 08:53:58
0000000000	0047483647	3	00000024	2013-09-12 08:55:13
0000000000	0047483647	3	00000169	2013-09-12 09:02:33
0000000000	0047483647	1	00000024	2013-09-12 09:03:16
0000000000	0047483647	2	00000169	2013-09-12 09:08:52
0000000000	0047483647	0	00000169	2013-09-12 09:18:38
0000000000	0047483647	2	00000024	2013-09-12 09:23:56
0000000000	0047483647	3	00000169	2013-09-12 09:25:38
0000000000	0047483647	0	00000024	2013-09-12 09:26:35
0000000000	0047483647	3	00000024	2013-09-12 09:26:59
0000000000	0047483647	2	00000024	2013-09-12 09:31:47
0000000000	0047483647	0	00000024	2013-09-12 09:38:41
0000000000	0047483647	2	00000169	2013-09-12 09:41:27
0000000000	0047483647	2	00000024	2013-09-12 09:46:56
0000000000	0047483647	3	00000024	2013-09-12 09:49:07
0000000000	0047483647	1	00000169	2013-09-12 09:51:38
0000000000	0047483647	2	00000169	2013-09-12 09:59:01
