0000000000	0047483647	00000115	2013-09-12 00:08:46	www.baidu.com
0000000000	0047483647	00000163	2013-09-12 00:09:09	www.baidu.com
0000000000	0047483647	00000163	2013-09-12 00:09:14	www.baidu.com
0000000000	0047483647	00000175	2013-09-12 00:11:47	www.baidu.com
0000000000	0047483647	00000175	2013-09-12 00:12:55	www.baidu.com
0000000000	0047483647	00000058	2013-09-12 00:14:15	www.baidu.com
0000000000	0047483647	00000175	2013-09-12 00:17:54	www.baidu.com
0000000000	0047483647	00000115	2013-09-12 00:25:21	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 00:33:44	www.baidu.com
0000000000	0047483647	00000024	2013-09-12 00:35:00	www.baidu.com
0000000000	0047483647	00000024	2013-09-12 00:48:37	www.baidu.com
0000000000	0047483647	00000058	2013-09-12 00:54:51	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 01:12:50	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 01:18:59	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 01:22:26	www.baidu.com
0000000000	0047483647	00000152	2013-09-12 01:22:30	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 01:38:17	www.baidu.com
0000000000	0047483647	00000115	2013-09-12 01:48:09	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 01:51:29	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 02:04:08	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 02:18:51	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 02:30:27	www.baidu.com
0000000000	0047483647	00000163	2013-09-12 02:46:45	www.baidu.com
0000000000	0047483647	00000115	2013-09-12 02:59:15	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 03:00:36	www.baidu.com
0000000000	0047483647	00000024	2013-09-12 03:04:14	www.baidu.com
0000000000	0047483647	00000058	2013-09-12 03:05:17	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 03:07:26	www.baidu.com
0000000000	0047483647	00000175	2013-09-12 03:07:36	www.baidu.com
0000000000	0047483647	00000058	2013-09-12 03:13:12	www.baidu.com
0000000000	0047483647	00000152	2013-09-12 03:13:13	www.baidu.com
0000000000	0047483647	00000175	2013-09-12 03:14:00	www.baidu.com
0000000000	0047483647	00000115	2013-09-12 03:22:01	www.baidu.com
0000000000	0047483647	00000152	2013-09-12 03:30:40	www.baidu.com
0000000000	0047483647	00000024	2013-09-12 03:31:09	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 03:48:43	www.baidu.com
0000000000	0047483647	00000163	2013-09-12 04:03:20	www.baidu.com
0000000000	0047483647	00000152	2013-09-12 04:12:14	www.baidu.com
0000000000	0047483647	00000163	2013-09-12 04:15:27	www.baidu.com
0000000000	0047483647	00000024	2013-09-12 04:25:07	www.baidu.com
0000000000	0047483647	00000058	2013-09-12 04:25:49	www.baidu.com
0000000000	0047483647	00000024	2013-09-12 04:25:53	www.baidu.com
0000000000	0047483647	00000115	2013-09-12 04:31:47	www.baidu.com
0000000000	0047483647	00000115	2013-09-12 04:41:30	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 04:46:03	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 04:49:48	www.baidu.com
0000000000	0047483647	00000175	2013-09-12 04:52:40	www.baidu.com
0000000000	0047483647	00000060	2013-09-12 04:57:33	www.baidu.com
0000000000	0047483647	00000029	2013-09-12 05:07:37	www.baidu.com
